"","ecoregion_name","code","biome","long","lat","sec_type","value","pri_type"
"3220","Cauca Valley montane forests","NT0109","Tropical Moist Forest",-75.962,4.992,"rain_south",151.59,"Ecoregion Data"
"3221","Central American Atlantic moist forests","NT0111","Tropical Moist Forest",-86.13,14.521,"rain_south",305.29,"Ecoregion Data"
"3222","Central American montane forests","NT0112","Tropical Moist Forest",-87.872,14.437,"rain_south",258.77,"Ecoregion Data"
"3223","Chiapas montane forests","NT0113","Tropical Moist Forest",-91.91,16.77,"rain_south",292.39,"Ecoregion Data"
"3224","Chimalapas montane forests","NT0114","Tropical Moist Forest",-94.15,16.55,"rain_south",207.57,"Ecoregion Data"
"3225","Choco-Darien moist forests","NT0115","Tropical Moist Forest",-77.515,5.613,"rain_south",327.09,"Ecoregion Data"
"3226","Cordillera La Costa montane forests","NT0117","Tropical Moist Forest",-66.071,10.179,"rain_south",171.73,"Ecoregion Data"
"3227","Cordillera Oriental montane forests","NT0118","Tropical Moist Forest",-73.48,5.782,"rain_south",189.79,"Ecoregion Data"
"3228","Costa Rican seasonal moist forests","NT0119","Tropical Moist Forest",-85.146,10.854,"rain_south",292.87,"Ecoregion Data"
"3229","Cuban moist forests","NT0120","Tropical Moist Forest",-79.12,21.665,"rain_south",155.35,"Ecoregion Data"
"3230","Eastern Cordillera real montane forests","NT0121","Tropical Moist Forest",-78.414,-2.586,"rain_south",136.32,"Ecoregion Data"
"3231","Eastern Panamanian montane forests","NT0122","Tropical Moist Forest",-78.075,8.25,"rain_south",301.78,"Ecoregion Data"
"3232","Guianan Highlands moist forests","NT0124","Tropical Moist Forest",-61.734,4.289,"rain_south",334.6,"Ecoregion Data"
"3233","Guianan moist forests","NT0125","Tropical Moist Forest",-56.817,4.378,"rain_south",243.95,"Ecoregion Data"
"3234","Gurupa varzea","NT0126","Tropical Moist Forest",-53.987,-2.066,"rain_south",198.1,"Ecoregion Data"
"3235","Hispaniolan moist forests","NT0127","Tropical Moist Forest",-71.44,18.833,"rain_south",113.55,"Ecoregion Data"
"3236","Iquitos varzea","NT0128","Tropical Moist Forest",-74.151,-5.295,"rain_south",232.18,"Ecoregion Data"
"3237","Isthmian-Atlantic moist forests","NT0129","Tropical Moist Forest",-82.24,9.934,"rain_south",331.6,"Ecoregion Data"
"3238","Isthmian-Pacific moist forests","NT0130","Tropical Moist Forest",-81.962,8.558,"rain_south",265.47,"Ecoregion Data"
"3239","Jamaican moist forests","NT0131","Tropical Moist Forest",-77.25,18.25,"rain_south",155.65,"Ecoregion Data"
"3240","Japura-Solimoes-Negro moist forests","NT0132","Tropical Moist Forest",-65.619,-0.847,"rain_south",260.17,"Ecoregion Data"
"3241","Jurua-Purus moist forests","NT0133","Tropical Moist Forest",-66.861,-5.569,"rain_south",268.44,"Ecoregion Data"
"3242","Leeward Islands moist forests","NT0134","Tropical Moist Forest",-65.75,18.25,"rain_south",196.11,"Ecoregion Data"
"3243","Madeira-Tapajos moist forests","NT0135","Tropical Moist Forest",-60.267,-9.132,"rain_south",280.68,"Ecoregion Data"
"3244","Magdalena Valley montane forests","NT0136","Tropical Moist Forest",-74.516,5.554,"rain_south",152.06,"Ecoregion Data"
"3245","Magdalena-Uraba moist forests","NT0137","Tropical Moist Forest",-74.782,7.995,"rain_south",213.83,"Ecoregion Data"
"3246","Marajo varzea","NT0138","Tropical Moist Forest",-50.676,-0.314,"rain_south",252.73,"Ecoregion Data"
"3247","Maranhao Babatu forests","NT0139","Tropical Moist Forest",-43.592,-4.346,"rain_south",195.3,"Ecoregion Data"
"3248","Mato Grosso seasonal forests","NT0140","Tropical Moist Forest",-52.366,-9.516,"rain_south",295.01,"Ecoregion Data"
"3249","Monte Alegre varzea","NT0141","Tropical Moist Forest",-60.162,-4.447,"rain_south",258.22,"Ecoregion Data"
"3250","Napo moist forests","NT0142","Tropical Moist Forest",-75.801,-1.985,"rain_south",216.19,"Ecoregion Data"
"3251","Negro-Branco moist forests","NT0143","Tropical Moist Forest",-67.162,1.981,"rain_south",321.76,"Ecoregion Data"
"3252","Northeastern Brazil restingas","NT0144","Tropical Moist Forest",-42.083,-3.042,"rain_south",172.28,"Ecoregion Data"
"3253","Northwestern Andean montane forests","NT0145","Tropical Moist Forest",-77.539,2.5,"rain_south",199.97,"Ecoregion Data"
"3254","Oaxacan montane forests","NT0146","Tropical Moist Forest",-96.386,17.977,"rain_south",285.09,"Ecoregion Data"
"3255","Orinoco Delta swamp forests","NT0147","Tropical Moist Forest",-61.89,9.17,"rain_south",200.17,"Ecoregion Data"
"3256","Pantanos de Centla","NT0148","Tropical Moist Forest",-92.159,18.068,"rain_south",222.72,"Ecoregion Data"
"3257","Guianan Freshwater swamp forests","NT0149","Tropical Moist Forest",-55.75,5.6,"rain_south",226.47,"Ecoregion Data"
"3258","Alto Parana Atlantic forests","NT0150","Tropical Moist Forest",-51.079,-23.145,"rain_south",198.31,"Ecoregion Data"
"3259","Pernambuco coastal forests","NT0151","Tropical Moist Forest",-35.809,-8.397,"rain_south",55.83,"Ecoregion Data"
"3260","Pernambuco interior forests","NT0152","Tropical Moist Forest",-36.185,-8.54,"rain_south",53.58,"Ecoregion Data"
"3261","Peruvian Yungas","NT0153","Tropical Moist Forest",-75.005,-10.44,"rain_south",169.01,"Ecoregion Data"
"3262","Peten-Veracruz moist forests","NT0154","Tropical Moist Forest",-92.006,17.318,"rain_south",294.36,"Ecoregion Data"
"3263","Puerto Rican moist forests","NT0155","Tropical Moist Forest",-66.35,18.25,"rain_south",190.18,"Ecoregion Data"
"3264","Purus varzea","NT0156","Tropical Moist Forest",-69.441,-2.862,"rain_south",252.35,"Ecoregion Data"
"3265","Purus-Madeira moist forests","NT0157","Tropical Moist Forest",-63.468,-6.696,"rain_south",280.7,"Ecoregion Data"
"3266","Rio Negro campinarana","NT0158","Tropical Moist Forest",-64.931,0.772,"rain_south",268.47,"Ecoregion Data"
"3267","Santa Marta montane forests","NT0159","Tropical Moist Forest",-73.607,10.75,"rain_south",131.73,"Ecoregion Data"
"3268","Serra do Mar coastal forests","NT0160","Tropical Moist Forest",-47.063,-24.604,"rain_south",209.59,"Ecoregion Data"
"3269","Sierra de los Tuxtlas","NT0161","Tropical Moist Forest",-95.125,18.25,"rain_south",268.07,"Ecoregion Data"
"3270","Sierra Madre de Chiapas moist forest","NT0162","Tropical Moist Forest",-91.721,14.897,"rain_south",358.37,"Ecoregion Data"
"3271","Solimoes-Japura moist forest","NT0163","Tropical Moist Forest",-70.875,-2.229,"rain_south",233.12,"Ecoregion Data"
"3272","South Florida rocklands","NT0164","Tropical Moist Forest",-80.75,25.417,"rain_south",205.1,"Ecoregion Data"
"3273","Southern Andean Yungas","NT0165","Tropical Moist Forest",-64.807,-23.557,"rain_south",133.84,"Ecoregion Data"
"3274","Southwest Amazon moist forests","NT0166","Tropical Moist Forest",-69.77,-10.023,"rain_south",270.04,"Ecoregion Data"
"3275","Talamancan montane forests","NT0167","Tropical Moist Forest",-82.88,9.293,"rain_south",314.08,"Ecoregion Data"
"3276","Tapajos-Xingu moist forests","NT0168","Tropical Moist Forest",-54.444,-5.968,"rain_south",277.84,"Ecoregion Data"
"3277","Pantepuis","NT0169","Tropical Moist Forest",-64.172,4.638,"rain_south",400.94,"Ecoregion Data"
"3278","Tocantins/Pindare moist forests","NT0170","Tropical Moist Forest",-47.375,-3.077,"rain_south",277.38,"Ecoregion Data"
"3279","Trinidad and Tobago moist forests","NT0171","Tropical Moist Forest",-61.375,10.375,"rain_south",228.8,"Ecoregion Data"
"3280","Uatuma-Trombetas moist forests","NT0173","Tropical Moist Forest",-56.78,-0.333,"rain_south",203.99,"Ecoregion Data"
"3281","Ucayali moist forests","NT0174","Tropical Moist Forest",-76.047,-7.326,"rain_south",203.3,"Ecoregion Data"
"3282","Venezuelan Andes montane forests","NT0175","Tropical Moist Forest",-70.663,8.946,"rain_south",152.64,"Ecoregion Data"
"3283","Veracruz moist forests","NT0176","Tropical Moist Forest",-98.293,21.946,"rain_south",163.38,"Ecoregion Data"
"3284","Veracruz montane forests","NT0177","Tropical Moist Forest",-98.25,20.5,"rain_south",227.97,"Ecoregion Data"
"3285","Western Ecuador moist forests","NT0178","Tropical Moist Forest",-79.5,-0.712,"rain_south",195.27,"Ecoregion Data"
"3286","Windward Islands moist forests","NT0179","Tropical Moist Forest",-61.25,10.75,"rain_south",224.53,"Ecoregion Data"
"3287","Xingu-Tocantins-Araguaia moist forests","NT0180","Tropical Moist Forest",-50.728,-6.112,"rain_south",285.57,"Ecoregion Data"
"3288","Yucatan moist forests","NT0181","Tropical Moist Forest",-88.789,19.221,"rain_south",165.14,"Ecoregion Data"
"3289","Guianan piedmont and lowland moist forests","NT0182","Tropical Moist Forest",-64.043,4.11,"rain_south",368.23,"Ecoregion Data"
"3290","Apure-Villavicencio dry forests","NT0201","Tropical Deciduous Forest",-71.617,6.317,"rain_south",289.2,"Ecoregion Data"
"3291","Atlantic dry forests","NT0202","Tropical Deciduous Forest",-43.346,-12.183,"rain_south",137.9,"Ecoregion Data"
"3292","Bajio dry forests","NT0204","Tropical Deciduous Forest",-102.15,20.4,"rain_south",164.17,"Ecoregion Data"
"3293","Balsas dry forests","NT0205","Tropical Deciduous Forest",-99.888,18.358,"rain_south",186.79,"Ecoregion Data"
"3294","Bolivian montane dry forests","NT0206","Tropical Deciduous Forest",-65.818,-18.592,"rain_south",118.26,"Ecoregion Data"
"3295","Cauca Valley dry forests","NT0207","Tropical Deciduous Forest",-75.95,5.083,"rain_south",141.88,"Ecoregion Data"
"3296","Central American dry forests","NT0209","Tropical Deciduous Forest",-87.576,13.679,"rain_south",265.01,"Ecoregion Data"
"3297","Dry Chaco","NT0210","Tropical Deciduous Forest",-62.842,-25.198,"rain_south",113.83,"Ecoregion Data"
"3298","Chiapas Depression dry forests","NT0211","Tropical Deciduous Forest",-92.906,16.344,"rain_south",270.36,"Ecoregion Data"
"3299","Chiquitano dry forests","NT0212","Tropical Deciduous Forest",-60.363,-15.894,"rain_south",206.26,"Ecoregion Data"
"3300","Cuban dry forests","NT0213","Tropical Deciduous Forest",-79.347,21.504,"rain_south",158.23,"Ecoregion Data"
"3301","Ecuadorian dry forests","NT0214","Tropical Deciduous Forest",-80.021,-1.625,"rain_south",156.9,"Ecoregion Data"
"3302","Hispaniolan dry forests","NT0215","Tropical Deciduous Forest",-72.107,18.875,"rain_south",112.83,"Ecoregion Data"
"3303","Jalisco dry forests","NT0217","Tropical Deciduous Forest",-104.426,20.118,"rain_south",217.31,"Ecoregion Data"
"3304","Jamaican dry forests","NT0218","Tropical Deciduous Forest",-77.35,18.25,"rain_south",163.11,"Ecoregion Data"
"3305","Lara-Falcon dry forests","NT0219","Tropical Deciduous Forest",-69.25,10.795,"rain_south",87.28,"Ecoregion Data"
"3306","Lesser Antillean dry forests","NT0220","Tropical Deciduous Forest",-62.56,12.821,"rain_south",217.22,"Ecoregion Data"
"3307","Magdalena Valley dry forests","NT0221","Tropical Deciduous Forest",-75.1,3.775,"rain_south",92.23,"Ecoregion Data"
"3308","Maracaibo dry forests","NT0222","Tropical Deciduous Forest",-71.509,9.922,"rain_south",92.31,"Ecoregion Data"
"3309","Maranon dry forests","NT0223","Tropical Deciduous Forest",-78.25,-6.472,"rain_south",94.19,"Ecoregion Data"
"3310","Panamanian dry forests","NT0224","Tropical Deciduous Forest",-80.167,8.542,"rain_south",222.77,"Ecoregion Data"
"3311","Patia Valley dry forests","NT0225","Tropical Deciduous Forest",-77.25,1.75,"rain_south",88.08,"Ecoregion Data"
"3312","Puerto Rican dry forests","NT0226","Tropical Deciduous Forest",-66.393,18.25,"rain_south",195.32,"Ecoregion Data"
"3313","Sierra de la Laguna dry forests","NT0227","Tropical Deciduous Forest",-110.028,23.528,"rain_south",46.39,"Ecoregion Data"
"3314","Sinaloan dry forests","NT0228","Tropical Deciduous Forest",-106.223,24.195,"rain_south",173.63,"Ecoregion Data"
"3315","Sinu Valley dry forests","NT0229","Tropical Deciduous Forest",-73.917,10.202,"rain_south",136.85,"Ecoregion Data"
"3316","Southern Pacific dry forests","NT0230","Tropical Deciduous Forest",-97.618,16.829,"rain_south",208.14,"Ecoregion Data"
"3317","Tumbes-Piura dry forests","NT0232","Tropical Deciduous Forest",-80,-5.35,"rain_south",38.25,"Ecoregion Data"
"3318","Veracruz dry forests","NT0233","Tropical Deciduous Forest",-96.55,19.15,"rain_south",297.19,"Ecoregion Data"
"3319","Yucatan dry forests","NT0235","Tropical Deciduous Forest",-88.957,20.457,"rain_south",155.59,"Ecoregion Data"
"3320","Bahamian pine mosaic","NT0301","Tropical Coniferous Forest",-76.105,22.638,"rain_south",128.29,"Ecoregion Data"
"3321","Belizean pine forests","NT0302","Tropical Coniferous Forest",-88.515,17.015,"rain_south",278.66,"Ecoregion Data"
"3322","Central American pine-oak forests","NT0303","Tropical Coniferous Forest",-89.267,15.046,"rain_south",283.91,"Ecoregion Data"
"3323","Cuban pine forests","NT0304","Tropical Coniferous Forest",-80.054,21.589,"rain_south",152.25,"Ecoregion Data"
"3324","Hispaniolan pine forests","NT0305","Tropical Coniferous Forest",-71.75,18.825,"rain_south",119.7,"Ecoregion Data"
"3325","Miskito pine forests","NT0306","Tropical Coniferous Forest",-84.068,14.659,"rain_south",369.92,"Ecoregion Data"
"3326","Sierra de la Laguna pine-oak forests","NT0307","Tropical Coniferous Forest",-110.083,23.5,"rain_south",42.68,"Ecoregion Data"
"3327","Sierra Madre de Oaxaca pine-oak forests","NT0308","Tropical Coniferous Forest",-96.008,17.202,"rain_south",255.05,"Ecoregion Data"
"3328","Sierra Madre del Sur pine-oak forests","NT0309","Tropical Coniferous Forest",-99.325,17.551,"rain_south",189.24,"Ecoregion Data"
"3329","Trans-Mexican Volcanic Belt pine-oak forests","NT0310","Tropical Coniferous Forest",-101.51,20.248,"rain_south",162.99,"Ecoregion Data"
"3330","Magellanic subpolar forests","NT0402","Temperate Moist Forest",-72.782,-51.912,"rain_south",53.75,"Ecoregion Data"
"3331","Valdivian temperate forests","NT0404","Temperate Moist Forest",-73.12,-42.651,"rain_south",77.93,"Ecoregion Data"
"3332","Beni savanna","NT0702","Tropical Grasslands",-66.019,-13.247,"rain_south",258.57,"Ecoregion Data"
"3333","Campos Rupestres montane savanna","NT0703","Tropical Grasslands",-43.66,-18.722,"rain_south",205.08,"Ecoregion Data"
"3334","Cerrado","NT0704","Tropical Grasslands",-50.114,-15.179,"rain_south",228.63,"Ecoregion Data"
"3335","Guianan savanna","NT0707","Tropical Grasslands",-59.185,3.76,"rain_south",276.02,"Ecoregion Data"
"3336","Humid Chaco","NT0708","Tropical Grasslands",-58.75,-26.127,"rain_south",133.78,"Ecoregion Data"
"3337","Llanos","NT0709","Tropical Grasslands",-67.946,6.697,"rain_south",299.02,"Ecoregion Data"
"3338","Uruguayan savanna","NT0710","Tropical Grasslands",-54.803,-31.25,"rain_south",129.42,"Ecoregion Data"
"3339","Espinal","NT0801","Grasslands",-62.8,-34.435,"rain_south",90.09,"Ecoregion Data"
"3340","Low Monte","NT0802","Grasslands",-67.126,-38.274,"rain_south",26.95,"Ecoregion Data"
"3341","Humid Pampas","NT0803","Grasslands",-60.852,-35.242,"rain_south",99.9,"Ecoregion Data"
"3342","Patagonian steppe","NT0805","Grasslands",-68.462,-45.891,"rain_south",21.61,"Ecoregion Data"
"3343","Cuban wetlands","NT0902","Flooded Grasslands",-80.523,21.932,"rain_south",170.39,"Ecoregion Data"
"3344","Enriquillo wetlands","NT0903","Flooded Grasslands",-71.321,18.464,"rain_south",130.27,"Ecoregion Data"
"3345","Everglades","NT0904","Flooded Grasslands",-80.864,26.182,"rain_south",202.91,"Ecoregion Data"
"3346","Guayaquil flooded grasslands","NT0905","Flooded Grasslands",-79.55,-2.15,"rain_south",214.24,"Ecoregion Data"
"3347","Orinoco wetlands","NT0906","Flooded Grasslands",-62.188,9.563,"rain_south",200.38,"Ecoregion Data"
"3348","Pantanal","NT0907","Flooded Grasslands",-57.518,-17.923,"rain_south",195.36,"Ecoregion Data"
"3349","Parana flooded savanna","NT0908","Flooded Grasslands",-59.337,-30.674,"rain_south",123.35,"Ecoregion Data"
"3350","Southern Cone Mesopotamian savanna","NT0909","Flooded Grasslands",-56.667,-28.688,"rain_south",142.84,"Ecoregion Data"
"3351","Central Andean dry puna","NT1001","Montane Grasslands",-67.804,-21.308,"rain_south",49.72,"Ecoregion Data"
"3352","Central Andean puna","NT1002","Montane Grasslands",-68.072,-20.821,"rain_south",85.43,"Ecoregion Data"
"3353","Central Andean wet puna","NT1003","Montane Grasslands",-72.623,-13.421,"rain_south",127.97,"Ecoregion Data"
"3354","Cordillera Central paramo","NT1004","Montane Grasslands",-78.31,-6.952,"rain_south",90.75,"Ecoregion Data"
"3355","Cordillera de Merida paramo","NT1005","Montane Grasslands",-70.821,8.786,"rain_south",135.07,"Ecoregion Data"
"3356","Northern Andean paramo","NT1006","Montane Grasslands",-76.281,2.298,"rain_south",122.81,"Ecoregion Data"
"3357","Santa Marta paramo","NT1007","Montane Grasslands",-73.5,10.75,"rain_south",138.95,"Ecoregion Data"
"3358","Southern Andean steppe","NT1008","Montane Grasslands",-69.162,-30.301,"rain_south",26.22,"Ecoregion Data"
"3359","High Monte","NT1010","Montane Grasslands",-67.503,-28.75,"rain_south",63.56,"Ecoregion Data"
"3360","Chilean matorral","NT1201","Mediterranean Forest",-70.964,-31.439,"rain_south",7.64,"Ecoregion Data"
"3361","Araya and Paria xeric scrub","NT1301","Deserts",-63.417,10.417,"rain_south",146.69,"Ecoregion Data"
"3362","Atacama desert","NT1303","Deserts",-69.509,-22.333,"rain_south",11.47,"Ecoregion Data"
"3363","Caatinga","NT1304","Deserts",-40.219,-9.139,"rain_south",94.11,"Ecoregion Data"
"3364","Caribbean shrublands","NT1305","Deserts",-65.364,15.136,"rain_south",176.23,"Ecoregion Data"
"3365","Cuban cactus scrub","NT1306","Deserts",-79.135,21.481,"rain_south",154.6,"Ecoregion Data"
"3366","Galapagos Islands scrubland mosaic","NT1307","Deserts",-91.25,-0.456,"rain_south",66.43,"Ecoregion Data"
"3367","Guajira-Barranquilla xeric scrub","NT1308","Deserts",-73.481,10.673,"rain_south",102.56,"Ecoregion Data"
"3368","La Costa xeric shrublands","NT1309","Deserts",-66.179,9.774,"rain_south",171.77,"Ecoregion Data"
"3369","Motagua Valley thornscrub","NT1312","Deserts",-89.75,15,"rain_south",386.9,"Ecoregion Data"
"3370","Paraguana xeric scrub","NT1313","Deserts",-70.214,10.536,"rain_south",79.64,"Ecoregion Data"
"3371","San Lucan xeric scrub","NT1314","Deserts",-110.083,23.817,"rain_south",41.83,"Ecoregion Data"
"3372","Sechura desert","NT1315","Deserts",-75.138,-12.876,"rain_south",49.46,"Ecoregion Data"
"3373","Tehuacan Valley matorral","NT1316","Deserts",-97.712,18.788,"rain_south",133.51,"Ecoregion Data"
"3374","Amazon-Orinoco-Southern Caribbean mangroves","NT1401","Mangroves",-57.81,5.36,"rain_south",191.83,"Ecoregion Data"
"3375","Bahamoan-Antillean mangroves","NT1402","Mangroves",-76.018,20.919,"rain_south",154.27,"Ecoregion Data"
"3376","Mesoamerican Gulf-Caribbean mangroves","NT1403","Mangroves",-88.42,16.925,"rain_south",251.04,"Ecoregion Data"
"3377","Northern Mesoamerican Pacific mangroves","NT1404","Mangroves",-105.685,22.185,"rain_south",139.41,"Ecoregion Data"
"3378","South American Pacific mangroves","NT1405","Mangroves",-79.27,1.735,"rain_south",211.82,"Ecoregion Data"
"3379","Southern Atlantic mangroves","NT1406","Mangroves",-41.581,-17.274,"rain_south",140.86,"Ecoregion Data"
"3380","Southern Mesoamerican Pacific mangroves","NT1407","Mangroves",-86.515,11.375,"rain_south",268.12,"Ecoregion Data"
"3381","Araucaria moist forests","NT0101","Tropical Moist Forest",-51.389,-26.527,"rain_west",126.72,"Ecoregion Data"
"3382","Atlantic Coast restingas","NT0102","Tropical Moist Forest",-43.734,-21.203,"rain_west",111.52,"Ecoregion Data"
"3383","Bahia coastal forests","NT0103","Tropical Moist Forest",-40.086,-16.613,"rain_west",68.85,"Ecoregion Data"
"3384","Bahia interior forests","NT0104","Tropical Moist Forest",-42.018,-17.73,"rain_west",30.41,"Ecoregion Data"
"3385","Bolivian Yungas","NT0105","Tropical Moist Forest",-66.877,-15.85,"rain_west",47.69,"Ecoregion Data"
"3386","Caatinga Enclaves moist forests","NT0106","Tropical Moist Forest",-40.179,-4.357,"rain_west",24.84,"Ecoregion Data"
"3387","Caqueta moist forests","NT0107","Tropical Moist Forest",-71.969,0.781,"rain_west",182.14,"Ecoregion Data"
"3388","Catatumbo moist forests","NT0108","Tropical Moist Forest",-71.871,9.216,"rain_west",62.35,"Ecoregion Data"
"3389","Cauca Valley montane forests","NT0109","Tropical Moist Forest",-75.962,4.992,"rain_west",135.1,"Ecoregion Data"
"3390","Central American Atlantic moist forests","NT0111","Tropical Moist Forest",-86.13,14.521,"rain_west",113.83,"Ecoregion Data"
"3391","Central American montane forests","NT0112","Tropical Moist Forest",-87.872,14.437,"rain_west",49.39,"Ecoregion Data"
"3392","Chiapas montane forests","NT0113","Tropical Moist Forest",-91.91,16.77,"rain_west",74.91,"Ecoregion Data"
"3393","Chimalapas montane forests","NT0114","Tropical Moist Forest",-94.15,16.55,"rain_west",5.26,"Ecoregion Data"
"3394","Choco-Darien moist forests","NT0115","Tropical Moist Forest",-77.515,5.613,"rain_west",225.16,"Ecoregion Data"
"3395","Cordillera La Costa montane forests","NT0117","Tropical Moist Forest",-66.071,10.179,"rain_west",43.42,"Ecoregion Data"
"3396","Cordillera Oriental montane forests","NT0118","Tropical Moist Forest",-73.48,5.782,"rain_west",76.04,"Ecoregion Data"
"3397","Costa Rican seasonal moist forests","NT0119","Tropical Moist Forest",-85.146,10.854,"rain_west",74.29,"Ecoregion Data"
"3398","Cuban moist forests","NT0120","Tropical Moist Forest",-79.12,21.665,"rain_west",43.03,"Ecoregion Data"
"3399","Eastern Cordillera real montane forests","NT0121","Tropical Moist Forest",-78.414,-2.586,"rain_west",105.03,"Ecoregion Data"
"3400","Eastern Panamanian montane forests","NT0122","Tropical Moist Forest",-78.075,8.25,"rain_west",103.99,"Ecoregion Data"
"3401","Guianan Highlands moist forests","NT0124","Tropical Moist Forest",-61.734,4.289,"rain_west",112.98,"Ecoregion Data"
"3402","Guianan moist forests","NT0125","Tropical Moist Forest",-56.817,4.378,"rain_west",188.99,"Ecoregion Data"
"3403","Gurupa varzea","NT0126","Tropical Moist Forest",-53.987,-2.066,"rain_west",118.23,"Ecoregion Data"
"3404","Hispaniolan moist forests","NT0127","Tropical Moist Forest",-71.44,18.833,"rain_west",64.08,"Ecoregion Data"
"3405","Iquitos varzea","NT0128","Tropical Moist Forest",-74.151,-5.295,"rain_west",144.3,"Ecoregion Data"
"3406","Isthmian-Atlantic moist forests","NT0129","Tropical Moist Forest",-82.24,9.934,"rain_west",157.45,"Ecoregion Data"
"3407","Isthmian-Pacific moist forests","NT0130","Tropical Moist Forest",-81.962,8.558,"rain_west",68.8,"Ecoregion Data"
"3408","Jamaican moist forests","NT0131","Tropical Moist Forest",-77.25,18.25,"rain_west",137.56,"Ecoregion Data"
"3409","Japura-Solimoes-Negro moist forests","NT0132","Tropical Moist Forest",-65.619,-0.847,"rain_west",186.43,"Ecoregion Data"
"3410","Jurua-Purus moist forests","NT0133","Tropical Moist Forest",-66.861,-5.569,"rain_west",96.48,"Ecoregion Data"
"3411","Leeward Islands moist forests","NT0134","Tropical Moist Forest",-65.75,18.25,"rain_west",123.71,"Ecoregion Data"
"3412","Madeira-Tapajos moist forests","NT0135","Tropical Moist Forest",-60.267,-9.132,"rain_west",38.78,"Ecoregion Data"
"3413","Magdalena Valley montane forests","NT0136","Tropical Moist Forest",-74.516,5.554,"rain_west",99.82,"Ecoregion Data"
"3414","Magdalena-Uraba moist forests","NT0137","Tropical Moist Forest",-74.782,7.995,"rain_west",68,"Ecoregion Data"
"3415","Marajo varzea","NT0138","Tropical Moist Forest",-50.676,-0.314,"rain_west",203.62,"Ecoregion Data"
"3416","Maranhao Babatu forests","NT0139","Tropical Moist Forest",-43.592,-4.346,"rain_west",33.31,"Ecoregion Data"
"3417","Mato Grosso seasonal forests","NT0140","Tropical Moist Forest",-52.366,-9.516,"rain_west",16.58,"Ecoregion Data"
"3418","Monte Alegre varzea","NT0141","Tropical Moist Forest",-60.162,-4.447,"rain_west",86.28,"Ecoregion Data"
"3419","Napo moist forests","NT0142","Tropical Moist Forest",-75.801,-1.985,"rain_west",208.83,"Ecoregion Data"
"3420","Negro-Branco moist forests","NT0143","Tropical Moist Forest",-67.162,1.981,"rain_west",145.2,"Ecoregion Data"
"3421","Northeastern Brazil restingas","NT0144","Tropical Moist Forest",-42.083,-3.042,"rain_west",45.68,"Ecoregion Data"
"3422","Northwestern Andean montane forests","NT0145","Tropical Moist Forest",-77.539,2.5,"rain_west",163.17,"Ecoregion Data"
"3423","Oaxacan montane forests","NT0146","Tropical Moist Forest",-96.386,17.977,"rain_west",38.27,"Ecoregion Data"
"3424","Orinoco Delta swamp forests","NT0147","Tropical Moist Forest",-61.89,9.17,"rain_west",92.05,"Ecoregion Data"
"3425","Pantanos de Centla","NT0148","Tropical Moist Forest",-92.159,18.068,"rain_west",105.94,"Ecoregion Data"
"3426","Guianan Freshwater swamp forests","NT0149","Tropical Moist Forest",-55.75,5.6,"rain_west",184.94,"Ecoregion Data"
"3427","Alto Parana Atlantic forests","NT0150","Tropical Moist Forest",-51.079,-23.145,"rain_west",70.06,"Ecoregion Data"
"3428","Pernambuco coastal forests","NT0151","Tropical Moist Forest",-35.809,-8.397,"rain_west",165.61,"Ecoregion Data"
"3429","Pernambuco interior forests","NT0152","Tropical Moist Forest",-36.185,-8.54,"rain_west",142.71,"Ecoregion Data"
"3430","Peruvian Yungas","NT0153","Tropical Moist Forest",-75.005,-10.44,"rain_west",35.57,"Ecoregion Data"
"3431","Peten-Veracruz moist forests","NT0154","Tropical Moist Forest",-92.006,17.318,"rain_west",87.59,"Ecoregion Data"
"3432","Puerto Rican moist forests","NT0155","Tropical Moist Forest",-66.35,18.25,"rain_west",103.74,"Ecoregion Data"
"3433","Purus varzea","NT0156","Tropical Moist Forest",-69.441,-2.862,"rain_west",164.16,"Ecoregion Data"
"3434","Purus-Madeira moist forests","NT0157","Tropical Moist Forest",-63.468,-6.696,"rain_west",57.68,"Ecoregion Data"
"3435","Rio Negro campinarana","NT0158","Tropical Moist Forest",-64.931,0.772,"rain_west",172.83,"Ecoregion Data"
"3436","Santa Marta montane forests","NT0159","Tropical Moist Forest",-73.607,10.75,"rain_west",28.23,"Ecoregion Data"
"3437","Serra do Mar coastal forests","NT0160","Tropical Moist Forest",-47.063,-24.604,"rain_west",75.36,"Ecoregion Data"
"3438","Sierra de los Tuxtlas","NT0161","Tropical Moist Forest",-95.125,18.25,"rain_west",53.18,"Ecoregion Data"
"3439","Sierra Madre de Chiapas moist forest","NT0162","Tropical Moist Forest",-91.721,14.897,"rain_west",12.68,"Ecoregion Data"
"3440","Solimoes-Japura moist forest","NT0163","Tropical Moist Forest",-70.875,-2.229,"rain_west",213.09,"Ecoregion Data"
"3441","South Florida rocklands","NT0164","Tropical Moist Forest",-80.75,25.417,"rain_west",45.59,"Ecoregion Data"
"3442","Southern Andean Yungas","NT0165","Tropical Moist Forest",-64.807,-23.557,"rain_west",8.05,"Ecoregion Data"
"3443","Southwest Amazon moist forests","NT0166","Tropical Moist Forest",-69.77,-10.023,"rain_west",73.82,"Ecoregion Data"
"3444","Talamancan montane forests","NT0167","Tropical Moist Forest",-82.88,9.293,"rain_west",124.47,"Ecoregion Data"
