"","ecoregion_name","code","biome","long","lat","sec_type","value","pri_type"
"918","Veracruz montane forests","NT0177","Tropical Moist Forest",-98.25,20.5,"mad_prec",78.13302,"Climate Data"
"919","Western Ecuador moist forests","NT0178","Tropical Moist Forest",-79.5,-0.712,"mad_prec",102.89244,"Climate Data"
"920","Windward Islands moist forests","NT0179","Tropical Moist Forest",-61.25,10.75,"mad_prec",110.23131,"Climate Data"
"921","Xingu-Tocantins-Araguaia moist forests","NT0180","Tropical Moist Forest",-50.728,-6.112,"mad_prec",149.44608,"Climate Data"
"922","Yucatan moist forests","NT0181","Tropical Moist Forest",-88.789,19.221,"mad_prec",73.574025,"Climate Data"
"923","Guianan piedmont and lowland moist forests","NT0182","Tropical Moist Forest",-64.043,4.11,"mad_prec",171.53682,"Climate Data"
"924","Apure-Villavicencio dry forests","NT0201","Tropical Deciduous Forest",-71.617,6.317,"mad_prec",133.13748,"Climate Data"
"925","Atlantic dry forests","NT0202","Tropical Deciduous Forest",-43.346,-12.183,"mad_prec",86.58384,"Climate Data"
"926","Bajio dry forests","NT0204","Tropical Deciduous Forest",-102.15,20.4,"mad_prec",26.83506,"Climate Data"
"927","Balsas dry forests","NT0205","Tropical Deciduous Forest",-99.888,18.358,"mad_prec",45.552885,"Climate Data"
"928","Bolivian montane dry forests","NT0206","Tropical Deciduous Forest",-65.818,-18.592,"mad_prec",34.76697,"Climate Data"
"929","Cauca Valley dry forests","NT0207","Tropical Deciduous Forest",-75.95,5.083,"mad_prec",58.34031,"Climate Data"
"930","Central American dry forests","NT0209","Tropical Deciduous Forest",-87.576,13.679,"mad_prec",144.47937,"Climate Data"
"931","Dry Chaco","NT0210","Tropical Deciduous Forest",-62.842,-25.198,"mad_prec",52.002195,"Climate Data"
"932","Chiapas Depression dry forests","NT0211","Tropical Deciduous Forest",-92.906,16.344,"mad_prec",97.62921,"Climate Data"
"933","Chiquitano dry forests","NT0212","Tropical Deciduous Forest",-60.363,-15.894,"mad_prec",79.24497,"Climate Data"
"934","Cuban dry forests","NT0213","Tropical Deciduous Forest",-79.347,21.504,"mad_prec",92.328915,"Climate Data"
"935","Ecuadorian dry forests","NT0214","Tropical Deciduous Forest",-80.021,-1.625,"mad_prec",39.73368,"Climate Data"
"936","Hispaniolan dry forests","NT0215","Tropical Deciduous Forest",-72.107,18.875,"mad_prec",74.20413,"Climate Data"
"937","Jalisco dry forests","NT0217","Tropical Deciduous Forest",-104.426,20.118,"mad_prec",25.9455,"Climate Data"
"938","Jamaican dry forests","NT0218","Tropical Deciduous Forest",-77.35,18.25,"mad_prec",94.66401,"Climate Data"
"939","Lara-Falcon dry forests","NT0219","Tropical Deciduous Forest",-69.25,10.795,"mad_prec",27.539295,"Climate Data"
"940","Lesser Antillean dry forests","NT0220","Tropical Deciduous Forest",-62.56,12.821,"mad_prec",92.81076,"Climate Data"
"941","Magdalena Valley dry forests","NT0221","Tropical Deciduous Forest",-75.1,3.775,"mad_prec",71.38719,"Climate Data"
"942","Maracaibo dry forests","NT0222","Tropical Deciduous Forest",-71.509,9.922,"mad_prec",53.15121,"Climate Data"
"943","Maranon dry forests","NT0223","Tropical Deciduous Forest",-78.25,-6.472,"mad_prec",29.911455,"Climate Data"
"944","Panamanian dry forests","NT0224","Tropical Deciduous Forest",-80.167,8.542,"mad_prec",113.93781,"Climate Data"
"945","Patia Valley dry forests","NT0225","Tropical Deciduous Forest",-77.25,1.75,"mad_prec",75.46434,"Climate Data"
"946","Puerto Rican dry forests","NT0226","Tropical Deciduous Forest",-66.393,18.25,"mad_prec",72.20262,"Climate Data"
"947","Sierra de la Laguna dry forests","NT0227","Tropical Deciduous Forest",-110.028,23.528,"mad_prec",16.75338,"Climate Data"
"948","Sinaloan dry forests","NT0228","Tropical Deciduous Forest",-106.223,24.195,"mad_prec",31.80177,"Climate Data"
"949","Sinu Valley dry forests","NT0229","Tropical Deciduous Forest",-73.917,10.202,"mad_prec",76.72455,"Climate Data"
"950","Southern Pacific dry forests","NT0230","Tropical Deciduous Forest",-97.618,16.829,"mad_prec",55.00446,"Climate Data"
"951","Tumbes-Piura dry forests","NT0232","Tropical Deciduous Forest",-80,-5.35,"mad_prec",1.445535,"Climate Data"
"952","Veracruz dry forests","NT0233","Tropical Deciduous Forest",-96.55,19.15,"mad_prec",52.40991,"Climate Data"
"953","Yucatan dry forests","NT0235","Tropical Deciduous Forest",-88.957,20.457,"mad_prec",67.08765,"Climate Data"
"954","Bahamian pine mosaic","NT0301","Tropical Coniferous Forest",-76.105,22.638,"mad_prec",59.60052,"Climate Data"
"955","Belizean pine forests","NT0302","Tropical Coniferous Forest",-88.515,17.015,"mad_prec",133.767585,"Climate Data"
"956","Central American pine-oak forests","NT0303","Tropical Coniferous Forest",-89.267,15.046,"mad_prec",108.37806,"Climate Data"
"957","Cuban pine forests","NT0304","Tropical Coniferous Forest",-80.054,21.589,"mad_prec",78.42954,"Climate Data"
"958","Hispaniolan pine forests","NT0305","Tropical Coniferous Forest",-71.75,18.825,"mad_prec",96.51726,"Climate Data"
"959","Miskito pine forests","NT0306","Tropical Coniferous Forest",-84.068,14.659,"mad_prec",153.89388,"Climate Data"
"960","Sierra de la Laguna pine-oak forests","NT0307","Tropical Coniferous Forest",-110.083,23.5,"mad_prec",24.75942,"Climate Data"
"961","Sierra Madre de Oaxaca pine-oak forests","NT0308","Tropical Coniferous Forest",-96.008,17.202,"mad_prec",57.59901,"Climate Data"
"962","Sierra Madre del Sur pine-oak forests","NT0309","Tropical Coniferous Forest",-99.325,17.551,"mad_prec",61.82442,"Climate Data"
"963","Trans-Mexican Volcanic Belt pine-oak forests","NT0310","Tropical Coniferous Forest",-101.51,20.248,"mad_prec",40.99389,"Climate Data"
"964","Magellanic subpolar forests","NT0402","Temperate Moist Forest",-72.782,-51.912,"mad_prec",11.78667,"Climate Data"
"965","Valdivian temperate forests","NT0404","Temperate Moist Forest",-73.12,-42.651,"mad_prec",50.77905,"Climate Data"
"966","Beni savanna","NT0702","Tropical Grasslands",-66.019,-13.247,"mad_prec",127.837185,"Climate Data"
"967","Campos Rupestres montane savanna","NT0703","Tropical Grasslands",-43.66,-18.722,"mad_prec",116.23584,"Climate Data"
"968","Cerrado","NT0704","Tropical Grasslands",-50.114,-15.179,"mad_prec",129.468045,"Climate Data"
"969","Guianan savanna","NT0707","Tropical Grasslands",-59.185,3.76,"mad_prec",93.25554,"Climate Data"
"970","Humid Chaco","NT0708","Tropical Grasslands",-58.75,-26.127,"mad_prec",39.029445,"Climate Data"
"971","Llanos","NT0709","Tropical Grasslands",-67.946,6.697,"mad_prec",139.58679,"Climate Data"
"972","Uruguayan savanna","NT0710","Tropical Grasslands",-54.803,-31.25,"mad_prec",13.49166,"Climate Data"
"973","Espinal","NT0801","Grasslands",-62.8,-34.435,"mad_prec",33.3585,"Climate Data"
"974","Low Monte","NT0802","Grasslands",-67.126,-38.274,"mad_prec",6.37518,"Climate Data"
"975","Humid Pampas","NT0803","Grasslands",-60.852,-35.242,"mad_prec",33.28437,"Climate Data"
"976","Patagonian steppe","NT0805","Grasslands",-68.462,-45.891,"mad_prec",5.63388,"Climate Data"
"977","Cuban wetlands","NT0902","Flooded Grasslands",-80.523,21.932,"mad_prec",94.8864,"Climate Data"
"978","Enriquillo wetlands","NT0903","Flooded Grasslands",-71.321,18.464,"mad_prec",55.52337,"Climate Data"
"979","Everglades","NT0904","Flooded Grasslands",-80.864,26.182,"mad_prec",67.16178,"Climate Data"
"980","Guayaquil flooded grasslands","NT0905","Flooded Grasslands",-79.55,-2.15,"mad_prec",46.590705,"Climate Data"
"981","Orinoco wetlands","NT0906","Flooded Grasslands",-62.188,9.563,"mad_prec",76.87281,"Climate Data"
"982","Pantanal","NT0907","Flooded Grasslands",-57.518,-17.923,"mad_prec",87.76992,"Climate Data"
"983","Parana flooded savanna","NT0908","Flooded Grasslands",-59.337,-30.674,"mad_prec",42.03171,"Climate Data"
"984","Southern Cone Mesopotamian savanna","NT0909","Flooded Grasslands",-56.667,-28.688,"mad_prec",20.97879,"Climate Data"
"985","Central Andean dry puna","NT1001","Montane Grasslands",-67.804,-21.308,"mad_prec",5.70801,"Climate Data"
"986","Central Andean puna","NT1002","Montane Grasslands",-68.072,-20.821,"mad_prec",19.384995,"Climate Data"
"987","Central Andean wet puna","NT1003","Montane Grasslands",-72.623,-13.421,"mad_prec",63.23289,"Climate Data"
"988","Cordillera Central paramo","NT1004","Montane Grasslands",-78.31,-6.952,"mad_prec",52.70643,"Climate Data"
"989","Cordillera de Merida paramo","NT1005","Montane Grasslands",-70.821,8.786,"mad_prec",26.53854,"Climate Data"
"990","Northern Andean paramo","NT1006","Montane Grasslands",-76.281,2.298,"mad_prec",29.80026,"Climate Data"
"991","Santa Marta paramo","NT1007","Montane Grasslands",-73.5,10.75,"mad_prec",115.6428,"Climate Data"
"992","Southern Andean steppe","NT1008","Montane Grasslands",-69.162,-30.301,"mad_prec",9.85929,"Climate Data"
"993","High Monte","NT1010","Montane Grasslands",-67.503,-28.75,"mad_prec",13.973505,"Climate Data"
"994","Chilean matorral","NT1201","Mediterranean Forest",-70.964,-31.439,"mad_prec",6.857025,"Climate Data"
"995","Araya and Paria xeric scrub","NT1301","Deserts",-63.417,10.417,"mad_prec",55.30098,"Climate Data"
"996","Atacama desert","NT1303","Deserts",-69.509,-22.333,"mad_prec",0.22239,"Climate Data"
"997","Caatinga","NT1304","Deserts",-40.219,-9.139,"mad_prec",46.33125,"Climate Data"
"998","Caribbean shrublands","NT1305","Deserts",-65.364,15.136,"mad_prec",78.614865,"Climate Data"
"999","Cuban cactus scrub","NT1306","Deserts",-79.135,21.481,"mad_prec",58.11792,"Climate Data"
"1000","Galapagos Islands scrubland mosaic","NT1307","Deserts",-91.25,-0.456,"mad_prec",26.16789,"Climate Data"
"1001","Guajira-Barranquilla xeric scrub","NT1308","Deserts",-73.481,10.673,"mad_prec",64.71549,"Climate Data"
"1002","La Costa xeric shrublands","NT1309","Deserts",-66.179,9.774,"mad_prec",97.1103,"Climate Data"
"1003","Motagua Valley thornscrub","NT1312","Deserts",-89.75,15,"mad_prec",100.038435,"Climate Data"
"1004","Paraguana xeric scrub","NT1313","Deserts",-70.214,10.536,"mad_prec",34.32219,"Climate Data"
"1005","San Lucan xeric scrub","NT1314","Deserts",-110.083,23.817,"mad_prec",15.5673,"Climate Data"
"1006","Sechura desert","NT1315","Deserts",-75.138,-12.876,"mad_prec",0.37065,"Climate Data"
"1007","Tehuacan Valley matorral","NT1316","Deserts",-97.712,18.788,"mad_prec",54.226095,"Climate Data"
"1008","Amazon-Orinoco-Southern Caribbean mangroves","NT1401","Mangroves",-57.81,5.36,"mad_prec",93.366735,"Climate Data"
"1009","Bahamoan-Antillean mangroves","NT1402","Mangroves",-76.018,20.919,"mad_prec",70.72002,"Climate Data"
"1010","Mesoamerican Gulf-Caribbean mangroves","NT1403","Mangroves",-88.42,16.925,"mad_prec",75.31608,"Climate Data"
"1011","Northern Mesoamerican Pacific mangroves","NT1404","Mangroves",-105.685,22.185,"mad_prec",22.869105,"Climate Data"
"1012","South American Pacific mangroves","NT1405","Mangroves",-79.27,1.735,"mad_prec",74.13,"Climate Data"
"1013","Southern Atlantic mangroves","NT1406","Mangroves",-41.581,-17.274,"mad_prec",71.83197,"Climate Data"
"1014","Southern Mesoamerican Pacific mangroves","NT1407","Mangroves",-86.515,11.375,"mad_prec",162.71535,"Climate Data"
"1015","Araucaria moist forests","NT0101","Tropical Moist Forest",-51.389,-26.527,"mad_temp",4.59606,"Climate Data"
"1016","Atlantic Coast restingas","NT0102","Tropical Moist Forest",-43.734,-21.203,"mad_temp",4.74432,"Climate Data"
"1017","Bahia coastal forests","NT0103","Tropical Moist Forest",-40.086,-16.613,"mad_temp",2.07564,"Climate Data"
"1018","Bahia interior forests","NT0104","Tropical Moist Forest",-42.018,-17.73,"mad_temp",2.2239,"Climate Data"
"1019","Bolivian Yungas","NT0105","Tropical Moist Forest",-66.877,-15.85,"mad_temp",1.26021,"Climate Data"
"1020","Caatinga Enclaves moist forests","NT0106","Tropical Moist Forest",-40.179,-4.357,"mad_temp",1.18608,"Climate Data"
"1021","Caqueta moist forests","NT0107","Tropical Moist Forest",-71.969,0.781,"mad_temp",0.51891,"Climate Data"
"1022","Catatumbo moist forests","NT0108","Tropical Moist Forest",-71.871,9.216,"mad_temp",0.51891,"Climate Data"
"1023","Cauca Valley montane forests","NT0109","Tropical Moist Forest",-75.962,4.992,"mad_temp",0.22239,"Climate Data"
"1024","Central American Atlantic moist forests","NT0111","Tropical Moist Forest",-86.13,14.521,"mad_temp",0.96369,"Climate Data"
"1025","Central American montane forests","NT0112","Tropical Moist Forest",-87.872,14.437,"mad_temp",1.33434,"Climate Data"
"1026","Chiapas montane forests","NT0113","Tropical Moist Forest",-91.91,16.77,"mad_temp",1.33434,"Climate Data"
"1027","Chimalapas montane forests","NT0114","Tropical Moist Forest",-94.15,16.55,"mad_temp",1.85325,"Climate Data"
"1028","Choco-Darien moist forests","NT0115","Tropical Moist Forest",-77.515,5.613,"mad_temp",0.37065,"Climate Data"
"1029","Cordillera La Costa montane forests","NT0117","Tropical Moist Forest",-66.071,10.179,"mad_temp",0.59304,"Climate Data"
"1030","Cordillera Oriental montane forests","NT0118","Tropical Moist Forest",-73.48,5.782,"mad_temp",0.44478,"Climate Data"
"1031","Costa Rican seasonal moist forests","NT0119","Tropical Moist Forest",-85.146,10.854,"mad_temp",0.704235,"Climate Data"
"1032","Cuban moist forests","NT0120","Tropical Moist Forest",-79.12,21.665,"mad_temp",2.29803,"Climate Data"
"1033","Eastern Cordillera real montane forests","NT0121","Tropical Moist Forest",-78.414,-2.586,"mad_temp",0.37065,"Climate Data"
"1034","Eastern Panamanian montane forests","NT0122","Tropical Moist Forest",-78.075,8.25,"mad_temp",0.51891,"Climate Data"
"1035","Guianan Highlands moist forests","NT0124","Tropical Moist Forest",-61.734,4.289,"mad_temp",0.44478,"Climate Data"
"1036","Guianan moist forests","NT0125","Tropical Moist Forest",-56.817,4.378,"mad_temp",0.51891,"Climate Data"
"1037","Gurupa varzea","NT0126","Tropical Moist Forest",-53.987,-2.066,"mad_temp",0.51891,"Climate Data"
"1038","Hispaniolan moist forests","NT0127","Tropical Moist Forest",-71.44,18.833,"mad_temp",1.77912,"Climate Data"
"1039","Iquitos varzea","NT0128","Tropical Moist Forest",-74.151,-5.295,"mad_temp",0.44478,"Climate Data"
"1040","Isthmian-Atlantic moist forests","NT0129","Tropical Moist Forest",-82.24,9.934,"mad_temp",0.7413,"Climate Data"
"1041","Isthmian-Pacific moist forests","NT0130","Tropical Moist Forest",-81.962,8.558,"mad_temp",0.59304,"Climate Data"
"1042","Jamaican moist forests","NT0131","Tropical Moist Forest",-77.25,18.25,"mad_temp",1.33434,"Climate Data"
"1043","Japura-Solimoes-Negro moist forests","NT0132","Tropical Moist Forest",-65.619,-0.847,"mad_temp",0.37065,"Climate Data"
"1044","Jurua-Purus moist forests","NT0133","Tropical Moist Forest",-66.861,-5.569,"mad_temp",0.37065,"Climate Data"
"1045","Leeward Islands moist forests","NT0134","Tropical Moist Forest",-65.75,18.25,"mad_temp",1.33434,"Climate Data"
"1046","Madeira-Tapajos moist forests","NT0135","Tropical Moist Forest",-60.267,-9.132,"mad_temp",0.59304,"Climate Data"
"1047","Magdalena Valley montane forests","NT0136","Tropical Moist Forest",-74.516,5.554,"mad_temp",0.29652,"Climate Data"
"1048","Magdalena-Uraba moist forests","NT0137","Tropical Moist Forest",-74.782,7.995,"mad_temp",0.37065,"Climate Data"
"1049","Marajo varzea","NT0138","Tropical Moist Forest",-50.676,-0.314,"mad_temp",0.66717,"Climate Data"
"1050","Maranhao Babatu forests","NT0139","Tropical Moist Forest",-43.592,-4.346,"mad_temp",0.66717,"Climate Data"
"1051","Mato Grosso seasonal forests","NT0140","Tropical Moist Forest",-52.366,-9.516,"mad_temp",0.51891,"Climate Data"
"1052","Monte Alegre varzea","NT0141","Tropical Moist Forest",-60.162,-4.447,"mad_temp",0.37065,"Climate Data"
"1053","Napo moist forests","NT0142","Tropical Moist Forest",-75.801,-1.985,"mad_temp",0.59304,"Climate Data"
"1054","Negro-Branco moist forests","NT0143","Tropical Moist Forest",-67.162,1.981,"mad_temp",0.59304,"Climate Data"
"1055","Northeastern Brazil restingas","NT0144","Tropical Moist Forest",-42.083,-3.042,"mad_temp",0.704235,"Climate Data"
"1056","Northwestern Andean montane forests","NT0145","Tropical Moist Forest",-77.539,2.5,"mad_temp",0.29652,"Climate Data"
"1057","Oaxacan montane forests","NT0146","Tropical Moist Forest",-96.386,17.977,"mad_temp",2.29803,"Climate Data"
"1058","Orinoco Delta swamp forests","NT0147","Tropical Moist Forest",-61.89,9.17,"mad_temp",0.59304,"Climate Data"
"1059","Pantanos de Centla","NT0148","Tropical Moist Forest",-92.159,18.068,"mad_temp",2.00151,"Climate Data"
"1060","Guianan Freshwater swamp forests","NT0149","Tropical Moist Forest",-55.75,5.6,"mad_temp",0.66717,"Climate Data"
"1061","Alto Parana Atlantic forests","NT0150","Tropical Moist Forest",-51.079,-23.145,"mad_temp",3.48411,"Climate Data"
"1062","Pernambuco coastal forests","NT0151","Tropical Moist Forest",-35.809,-8.397,"mad_temp",1.33434,"Climate Data"
"1063","Pernambuco interior forests","NT0152","Tropical Moist Forest",-36.185,-8.54,"mad_temp",1.55673,"Climate Data"
"1064","Peruvian Yungas","NT0153","Tropical Moist Forest",-75.005,-10.44,"mad_temp",0.59304,"Climate Data"
"1065","Peten-Veracruz moist forests","NT0154","Tropical Moist Forest",-92.006,17.318,"mad_temp",1.92738,"Climate Data"
"1066","Puerto Rican moist forests","NT0155","Tropical Moist Forest",-66.35,18.25,"mad_temp",1.55673,"Climate Data"
"1067","Purus varzea","NT0156","Tropical Moist Forest",-69.441,-2.862,"mad_temp",0.37065,"Climate Data"
"1068","Purus-Madeira moist forests","NT0157","Tropical Moist Forest",-63.468,-6.696,"mad_temp",0.51891,"Climate Data"
"1069","Rio Negro campinarana","NT0158","Tropical Moist Forest",-64.931,0.772,"mad_temp",0.44478,"Climate Data"
"1070","Santa Marta montane forests","NT0159","Tropical Moist Forest",-73.607,10.75,"mad_temp",0.59304,"Climate Data"
"1071","Serra do Mar coastal forests","NT0160","Tropical Moist Forest",-47.063,-24.604,"mad_temp",3.33585,"Climate Data"
"1072","Sierra de los Tuxtlas","NT0161","Tropical Moist Forest",-95.125,18.25,"mad_temp",2.52042,"Climate Data"
"1073","Sierra Madre de Chiapas moist forest","NT0162","Tropical Moist Forest",-91.721,14.897,"mad_temp",0.96369,"Climate Data"
"1074","Solimoes-Japura moist forest","NT0163","Tropical Moist Forest",-70.875,-2.229,"mad_temp",0.29652,"Climate Data"
"1075","South Florida rocklands","NT0164","Tropical Moist Forest",-80.75,25.417,"mad_temp",4.484865,"Climate Data"
"1076","Southern Andean Yungas","NT0165","Tropical Moist Forest",-64.807,-23.557,"mad_temp",4.67019,"Climate Data"
"1077","Southwest Amazon moist forests","NT0166","Tropical Moist Forest",-69.77,-10.023,"mad_temp",0.44478,"Climate Data"
"1078","Talamancan montane forests","NT0167","Tropical Moist Forest",-82.88,9.293,"mad_temp",0.59304,"Climate Data"
"1079","Tapajos-Xingu moist forests","NT0168","Tropical Moist Forest",-54.444,-5.968,"mad_temp",0.51891,"Climate Data"
"1080","Pantepuis","NT0169","Tropical Moist Forest",-64.172,4.638,"mad_temp",0.44478,"Climate Data"
"1081","Tocantins/Pindare moist forests","NT0170","Tropical Moist Forest",-47.375,-3.077,"mad_temp",0.37065,"Climate Data"
"1082","Trinidad and Tobago moist forests","NT0171","Tropical Moist Forest",-61.375,10.375,"mad_temp",0.44478,"Climate Data"
"1083","Uatuma-Trombetas moist forests","NT0173","Tropical Moist Forest",-56.78,-0.333,"mad_temp",0.51891,"Climate Data"
"1084","Ucayali moist forests","NT0174","Tropical Moist Forest",-76.047,-7.326,"mad_temp",0.44478,"Climate Data"
"1085","Venezuelan Andes montane forests","NT0175","Tropical Moist Forest",-70.663,8.946,"mad_temp",0.37065,"Climate Data"
"1086","Veracruz moist forests","NT0176","Tropical Moist Forest",-98.293,21.946,"mad_temp",4.00302,"Climate Data"
"1087","Veracruz montane forests","NT0177","Tropical Moist Forest",-98.25,20.5,"mad_temp",3.150525,"Climate Data"
"1088","Western Ecuador moist forests","NT0178","Tropical Moist Forest",-79.5,-0.712,"mad_temp",0.7413,"Climate Data"
"1089","Windward Islands moist forests","NT0179","Tropical Moist Forest",-61.25,10.75,"mad_temp",0.96369,"Climate Data"
"1090","Xingu-Tocantins-Araguaia moist forests","NT0180","Tropical Moist Forest",-50.728,-6.112,"mad_temp",0.44478,"Climate Data"
"1091","Yucatan moist forests","NT0181","Tropical Moist Forest",-88.789,19.221,"mad_temp",2.07564,"Climate Data"
"1092","Guianan piedmont and lowland moist forests","NT0182","Tropical Moist Forest",-64.043,4.11,"mad_temp",0.51891,"Climate Data"
"1093","Apure-Villavicencio dry forests","NT0201","Tropical Deciduous Forest",-71.617,6.317,"mad_temp",0.66717,"Climate Data"
"1094","Atlantic dry forests","NT0202","Tropical Deciduous Forest",-43.346,-12.183,"mad_temp",0.7413,"Climate Data"
"1095","Bajio dry forests","NT0204","Tropical Deciduous Forest",-102.15,20.4,"mad_temp",2.89107,"Climate Data"
"1096","Balsas dry forests","NT0205","Tropical Deciduous Forest",-99.888,18.358,"mad_temp",1.70499,"Climate Data"
"1097","Bolivian montane dry forests","NT0206","Tropical Deciduous Forest",-65.818,-18.592,"mad_temp",1.70499,"Climate Data"
"1098","Cauca Valley dry forests","NT0207","Tropical Deciduous Forest",-75.95,5.083,"mad_temp",0.29652,"Climate Data"
"1099","Central American dry forests","NT0209","Tropical Deciduous Forest",-87.576,13.679,"mad_temp",0.88956,"Climate Data"
"1100","Dry Chaco","NT0210","Tropical Deciduous Forest",-62.842,-25.198,"mad_temp",5.70801,"Climate Data"
"1101","Chiapas Depression dry forests","NT0211","Tropical Deciduous Forest",-92.906,16.344,"mad_temp",1.4826,"Climate Data"
"1102","Chiquitano dry forests","NT0212","Tropical Deciduous Forest",-60.363,-15.894,"mad_temp",1.26021,"Climate Data"
"1103","Cuban dry forests","NT0213","Tropical Deciduous Forest",-79.347,21.504,"mad_temp",2.44629,"Climate Data"
"1104","Ecuadorian dry forests","NT0214","Tropical Deciduous Forest",-80.021,-1.625,"mad_temp",1.03782,"Climate Data"
"1105","Hispaniolan dry forests","NT0215","Tropical Deciduous Forest",-72.107,18.875,"mad_temp",1.70499,"Climate Data"
"1106","Jalisco dry forests","NT0217","Tropical Deciduous Forest",-104.426,20.118,"mad_temp",2.14977,"Climate Data"
"1107","Jamaican dry forests","NT0218","Tropical Deciduous Forest",-77.35,18.25,"mad_temp",1.33434,"Climate Data"
"1108","Lara-Falcon dry forests","NT0219","Tropical Deciduous Forest",-69.25,10.795,"mad_temp",0.81543,"Climate Data"
"1109","Lesser Antillean dry forests","NT0220","Tropical Deciduous Forest",-62.56,12.821,"mad_temp",0.81543,"Climate Data"
"1110","Magdalena Valley dry forests","NT0221","Tropical Deciduous Forest",-75.1,3.775,"mad_temp",0.44478,"Climate Data"
"1111","Maracaibo dry forests","NT0222","Tropical Deciduous Forest",-71.509,9.922,"mad_temp",0.66717,"Climate Data"
"1112","Maranon dry forests","NT0223","Tropical Deciduous Forest",-78.25,-6.472,"mad_temp",0.44478,"Climate Data"
"1113","Panamanian dry forests","NT0224","Tropical Deciduous Forest",-80.167,8.542,"mad_temp",0.7413,"Climate Data"
"1114","Patia Valley dry forests","NT0225","Tropical Deciduous Forest",-77.25,1.75,"mad_temp",0.29652,"Climate Data"
"1115","Puerto Rican dry forests","NT0226","Tropical Deciduous Forest",-66.393,18.25,"mad_temp",1.63086,"Climate Data"
"1116","Sierra de la Laguna dry forests","NT0227","Tropical Deciduous Forest",-110.028,23.528,"mad_temp",5.9304,"Climate Data"
"1117","Sinaloan dry forests","NT0228","Tropical Deciduous Forest",-106.223,24.195,"mad_temp",5.04084,"Climate Data"
"1118","Sinu Valley dry forests","NT0229","Tropical Deciduous Forest",-73.917,10.202,"mad_temp",0.630105,"Climate Data"
"1119","Southern Pacific dry forests","NT0230","Tropical Deciduous Forest",-97.618,16.829,"mad_temp",1.11195,"Climate Data"
"1120","Tumbes-Piura dry forests","NT0232","Tropical Deciduous Forest",-80,-5.35,"mad_temp",2.335095,"Climate Data"
"1121","Veracruz dry forests","NT0233","Tropical Deciduous Forest",-96.55,19.15,"mad_temp",2.59455,"Climate Data"
"1122","Yucatan dry forests","NT0235","Tropical Deciduous Forest",-88.957,20.457,"mad_temp",2.07564,"Climate Data"
"1123","Bahamian pine mosaic","NT0301","Tropical Coniferous Forest",-76.105,22.638,"mad_temp",3.78063,"Climate Data"
"1124","Belizean pine forests","NT0302","Tropical Coniferous Forest",-88.515,17.015,"mad_temp",1.63086,"Climate Data"
"1125","Central American pine-oak forests","NT0303","Tropical Coniferous Forest",-89.267,15.046,"mad_temp",1.26021,"Climate Data"
"1126","Cuban pine forests","NT0304","Tropical Coniferous Forest",-80.054,21.589,"mad_temp",2.44629,"Climate Data"
"1127","Hispaniolan pine forests","NT0305","Tropical Coniferous Forest",-71.75,18.825,"mad_temp",1.55673,"Climate Data"
"1128","Miskito pine forests","NT0306","Tropical Coniferous Forest",-84.068,14.659,"mad_temp",0.81543,"Climate Data"
"1129","Sierra de la Laguna pine-oak forests","NT0307","Tropical Coniferous Forest",-110.083,23.5,"mad_temp",5.48562,"Climate Data"
"1130","Sierra Madre de Oaxaca pine-oak forests","NT0308","Tropical Coniferous Forest",-96.008,17.202,"mad_temp",1.92738,"Climate Data"
"1131","Sierra Madre del Sur pine-oak forests","NT0309","Tropical Coniferous Forest",-99.325,17.551,"mad_temp",1.40847,"Climate Data"
"1132","Trans-Mexican Volcanic Belt pine-oak forests","NT0310","Tropical Coniferous Forest",-101.51,20.248,"mad_temp",2.14977,"Climate Data"
"1133","Magellanic subpolar forests","NT0402","Temperate Moist Forest",-72.782,-51.912,"mad_temp",3.92889,"Climate Data"
"1134","Valdivian temperate forests","NT0404","Temperate Moist Forest",-73.12,-42.651,"mad_temp",5.11497,"Climate Data"
"1135","Beni savanna","NT0702","Tropical Grasslands",-66.019,-13.247,"mad_temp",0.81543,"Climate Data"
"1136","Campos Rupestres montane savanna","NT0703","Tropical Grasslands",-43.66,-18.722,"mad_temp",2.44629,"Climate Data"
"1137","Cerrado","NT0704","Tropical Grasslands",-50.114,-15.179,"mad_temp",0.66717,"Climate Data"
"1138","Guianan savanna","NT0707","Tropical Grasslands",-59.185,3.76,"mad_temp",0.59304,"Climate Data"
"1139","Humid Chaco","NT0708","Tropical Grasslands",-58.75,-26.127,"mad_temp",5.448555,"Climate Data"
"1140","Llanos","NT0709","Tropical Grasslands",-67.946,6.697,"mad_temp",0.7413,"Climate Data"
"1141","Uruguayan savanna","NT0710","Tropical Grasslands",-54.803,-31.25,"mad_temp",5.9304,"Climate Data"
"1142","Espinal","NT0801","Grasslands",-62.8,-34.435,"mad_temp",6.96822,"Climate Data"
"1143","Low Monte","NT0802","Grasslands",-67.126,-38.274,"mad_temp",7.56126,"Climate Data"
"1144","Humid Pampas","NT0803","Grasslands",-60.852,-35.242,"mad_temp",6.89409,"Climate Data"
"1145","Patagonian steppe","NT0805","Grasslands",-68.462,-45.891,"mad_temp",6.74583,"Climate Data"
"1146","Cuban wetlands","NT0902","Flooded Grasslands",-80.523,21.932,"mad_temp",2.74281,"Climate Data"
"1147","Enriquillo wetlands","NT0903","Flooded Grasslands",-71.321,18.464,"mad_temp",1.33434,"Climate Data"
