measure,type,code
2447.4,tot.prec,NT0179
2063.2,tot.prec,NT0180
1252.3,tot.prec,NT0181
2764.1,tot.prec,NT0182
1639.5,tot.prec,NT0201
869.2,tot.prec,NT0202
754.6,tot.prec,NT0204
924.9,tot.prec,NT0205
562.85,tot.prec,NT0206
1673.15,tot.prec,NT0207
1620.4,tot.prec,NT0209
706.45,tot.prec,NT0210
1276.5,tot.prec,NT0211
1195.5,tot.prec,NT0212
1357.4,tot.prec,NT0213
918.05,tot.prec,NT0214
1083.2,tot.prec,NT0215
1026.6,tot.prec,NT0217
1761.75,tot.prec,NT0218
821.6,tot.prec,NT0219
1784.7,tot.prec,NT0220
1636.7,tot.prec,NT0221
1114.7,tot.prec,NT0222
814.1,tot.prec,NT0223
1786.8,tot.prec,NT0224
2083.1,tot.prec,NT0225
1386.6,tot.prec,NT0226
397.85,tot.prec,NT0227
849.5,tot.prec,NT0228
1448.15,tot.prec,NT0229
1112.15,tot.prec,NT0230
176.5,tot.prec,NT0232
1326.45,tot.prec,NT0233
1088.1,tot.prec,NT0235
1173.7,tot.prec,NT0301
2145.8,tot.prec,NT0302
1481.15,tot.prec,NT0303
1442.8,tot.prec,NT0304
1749.8,tot.prec,NT0305
2921.65,tot.prec,NT0306
593.7,tot.prec,NT0307
1099.2,tot.prec,NT0308
1079.1,tot.prec,NT0309
939.8,tot.prec,NT0310
1475.4,tot.prec,NT0402
1594.7,tot.prec,NT0404
1692.8,tot.prec,NT0702
1531.3,tot.prec,NT0703
1479.65,tot.prec,NT0704
2105.9,tot.prec,NT0707
1193.75,tot.prec,NT0708
1796.3,tot.prec,NT0709
1331.7,tot.prec,NT0710
653,tot.prec,NT0801
209.7,tot.prec,NT0802
899.45,tot.prec,NT0803
190.9,tot.prec,NT0805
1335.05,tot.prec,NT0902
976.6,tot.prec,NT0903
1401,tot.prec,NT0904
1236.95,tot.prec,NT0905
1455.3,tot.prec,NT0906
1257.5,tot.prec,NT0907
1062.1,tot.prec,NT0908
1505.6,tot.prec,NT0909
174.3,tot.prec,NT1001
413.85,tot.prec,NT1002
774.15,tot.prec,NT1003
874.3,tot.prec,NT1004
719.1,tot.prec,NT1005
935.2,tot.prec,NT1006
1684,tot.prec,NT1007
300.6,tot.prec,NT1008
261.45,tot.prec,NT1010
200.95,tot.prec,NT1201
1158.7,tot.prec,NT1301
22.8,tot.prec,NT1303
705.15,tot.prec,NT1304
1366.4,tot.prec,NT1305
1106.2,tot.prec,NT1306
992.6,tot.prec,NT1307
991.35,tot.prec,NT1308
1163.05,tot.prec,NT1309
1452.5,tot.prec,NT1312
569.7,tot.prec,NT1313
307.1,tot.prec,NT1314
83.3,tot.prec,NT1315
649.75,tot.prec,NT1316
2021.5,tot.prec,NT1401
1234.4,tot.prec,NT1402
1437.4,tot.prec,NT1403
557.45,tot.prec,NT1404
2417.5,tot.prec,NT1405
1826.7,tot.prec,NT1406
1852.55,tot.prec,NT1407
13.1,min.temp,NT0101
14.9,min.temp,NT0102
21.6,min.temp,NT0103
18.9,min.temp,NT0104
18.9,min.temp,NT0105
24.3,min.temp,NT0106
24.6,min.temp,NT0107
26.2,min.temp,NT0108
18.6,min.temp,NT0109
23.7,min.temp,NT0111
19,min.temp,NT0112
18.3,min.temp,NT0113
19.4,min.temp,NT0114
25.7,min.temp,NT0115
22.6,min.temp,NT0117
19.4,min.temp,NT0118
24.65,min.temp,NT0119
21.95,min.temp,NT0120
18.25,min.temp,NT0121
23.65,min.temp,NT0122
22.7,min.temp,NT0124
25.3,min.temp,NT0125
26.25,min.temp,NT0126
23,min.temp,NT0127
25.4,min.temp,NT0128
24.9,min.temp,NT0129
24.6,min.temp,NT0130
22.9,min.temp,NT0131
25.7,min.temp,NT0132
25.3,min.temp,NT0133
22.5,min.temp,NT0134
24.9,min.temp,NT0135
19.2,min.temp,NT0136
27,min.temp,NT0137
26.2,min.temp,NT0138
26.2,min.temp,NT0139
24.2,min.temp,NT0140
26.2,min.temp,NT0141
24.6,min.temp,NT0142
25.6,min.temp,NT0143
26.3,min.temp,NT0144
19,min.temp,NT0145
14.8,min.temp,NT0146
25.5,min.temp,NT0147
23.3,min.temp,NT0148
26.2,min.temp,NT0149
17,min.temp,NT0150
22.3,min.temp,NT0151
22.7,min.temp,NT0152
13.3,min.temp,NT0153
22,min.temp,NT0154
22.2,min.temp,NT0155
25.2,min.temp,NT0156
25.6,min.temp,NT0157
25.7,min.temp,NT0158
17.95,min.temp,NT0159
15.4,min.temp,NT0160
20,min.temp,NT0161
23.05,min.temp,NT0162
25.2,min.temp,NT0163
18.75,min.temp,NT0164
13.5,min.temp,NT0165
24.3,min.temp,NT0166
18.9,min.temp,NT0167
25.2,min.temp,NT0168
19.7,min.temp,NT0169
26.2,min.temp,NT0170
24.95,min.temp,NT0171
25.9,min.temp,NT0173
24.2,min.temp,NT0174
20,min.temp,NT0175
18.25,min.temp,NT0176
15.25,min.temp,NT0177
24,min.temp,NT0178
23.9,min.temp,NT0179
25.6,min.temp,NT0180
22.5,min.temp,NT0181
24.3,min.temp,NT0182
26,min.temp,NT0201
22.3,min.temp,NT0202
14.5,min.temp,NT0204
22.15,min.temp,NT0205
12.05,min.temp,NT0206
23.35,min.temp,NT0207
25.2,min.temp,NT0209
16.2,min.temp,NT0210
21.3,min.temp,NT0211
21.9,min.temp,NT0212
22.3,min.temp,NT0213
23.3,min.temp,NT0214
23.7,min.temp,NT0215
22.6,min.temp,NT0217
25.15,min.temp,NT0218
25,min.temp,NT0219
24.8,min.temp,NT0220
25.05,min.temp,NT0221
26.75,min.temp,NT0222
15.3,min.temp,NT0223
25.6,min.temp,NT0224
23.4,min.temp,NT0225
22.4,min.temp,NT0226
16.2,min.temp,NT0227
18,min.temp,NT0228
27.1,min.temp,NT0229
24.45,min.temp,NT0230
21.15,min.temp,NT0232
21.75,min.temp,NT0233
22.7,min.temp,NT0235
21.1,min.temp,NT0301
23.15,min.temp,NT0302
19.9,min.temp,NT0303
21.9,min.temp,NT0304
17.9,min.temp,NT0305
25.05,min.temp,NT0306
13.6,min.temp,NT0307
14.9,min.temp,NT0308
18.8,min.temp,NT0309
13.15,min.temp,NT0310
1.05,min.temp,NT0402
3.4,min.temp,NT0404
23.9,min.temp,NT0702
15.5,min.temp,NT0703
21.8,min.temp,NT0704
25.6,min.temp,NT0707
16.8,min.temp,NT0708
26.1,min.temp,NT0709
12.5,min.temp,NT0710
9.2,min.temp,NT0801
6.9,min.temp,NT0802
9.4,min.temp,NT0803
1.7,min.temp,NT0805
21.4,min.temp,NT0902
25.2,min.temp,NT0903
17.9,min.temp,NT0904
23.9,min.temp,NT0905
25.8,min.temp,NT0906
22.5,min.temp,NT0907
12.8,min.temp,NT0908
15.5,min.temp,NT0909
2.7,min.temp,NT1001
2.5,min.temp,NT1002
4.1,min.temp,NT1003
10.2,min.temp,NT1004
9.9,min.temp,NT1005
9.7,min.temp,NT1006
9.05,min.temp,NT1007
-1.3,min.temp,NT1008
7.1,min.temp,NT1010
8.6,min.temp,NT1201
24.7,min.temp,NT1301
10.8,min.temp,NT1303
23.6,min.temp,NT1304
24.7,min.temp,NT1305
22.6,min.temp,NT1306
20.9,min.temp,NT1307
26.9,min.temp,NT1308
25.35,min.temp,NT1309
22.45,min.temp,NT1312
26.1,min.temp,NT1313
17.3,min.temp,NT1314
13.9,min.temp,NT1315
13.25,min.temp,NT1316
26.05,min.temp,NT1401
22.1,min.temp,NT1402
23.3,min.temp,NT1403
20.4,min.temp,NT1404
25.3,min.temp,NT1405
22.9,min.temp,NT1406
26.25,min.temp,NT1407
21.6,max.temp,NT0101
23.6,max.temp,NT0102
25.9,max.temp,NT0103
24.2,max.temp,NT0104
23.3,max.temp,NT0105
26.55,max.temp,NT0106
26.6,max.temp,NT0107
27.8,max.temp,NT0108
19.5,max.temp,NT0109
26.7,max.temp,NT0111
22.8,max.temp,NT0112
22.65,max.temp,NT0113
24.5,max.temp,NT0114
26.6,max.temp,NT0115
24.6,max.temp,NT0117
21,max.temp,NT0118
27.15,max.temp,NT0119
27.05,max.temp,NT0120
19.75,max.temp,NT0121
25.55,max.temp,NT0122
24,max.temp,NT0124
27.1,max.temp,NT0125
28,max.temp,NT0126
26.5,max.temp,NT0127
27.1,max.temp,NT0128
27.4,max.temp,NT0129
26.5,max.temp,NT0130
25.95,max.temp,NT0131
27,max.temp,NT0132
26.6,max.temp,NT0133
25.4,max.temp,NT0134
27.4,max.temp,NT0135
20.05,max.temp,NT0136
28.4,max.temp,NT0137
27.8,max.temp,NT0138
28.2,max.temp,NT0139
26.9,max.temp,NT0140
27.4,max.temp,NT0141
26.6,max.temp,NT0142
27.4,max.temp,NT0143
27.9,max.temp,NT0144
19.9,max.temp,NT0145
20.5,max.temp,NT0146
27.3,max.temp,NT0147
29.25,max.temp,NT0148
28,max.temp,NT0149
25.6,max.temp,NT0150
25.5,max.temp,NT0151
26.5,max.temp,NT0152
15.5,max.temp,NT0153
27.5,max.temp,NT0154
25.6,max.temp,NT0155
26.6,max.temp,NT0156
27.1,max.temp,NT0157
27,max.temp,NT0158
19.7,max.temp,NT0159
23.1,max.temp,NT0160
27,max.temp,NT0161
25.75,max.temp,NT0162
26.7,max.temp,NT0163
27.6,max.temp,NT0164
23.3,max.temp,NT0165
26.3,max.temp,NT0166
20.7,max.temp,NT0167
26.5,max.temp,NT0168
21,max.temp,NT0169
27.3,max.temp,NT0170
26.8,max.temp,NT0171
27.8,max.temp,NT0173
25.9,max.temp,NT0174
21.7,max.temp,NT0175
28.2,max.temp,NT0176
23.1,max.temp,NT0177
25.6,max.temp,NT0178
26.2,max.temp,NT0179
26.9,max.temp,NT0180
27.7,max.temp,NT0181
25.8,max.temp,NT0182
28,max.temp,NT0201
26,max.temp,NT0202
22.3,max.temp,NT0204
27.6,max.temp,NT0205
17.4,max.temp,NT0206
24.3,max.temp,NT0207
27.9,max.temp,NT0209
27.6,max.temp,NT0210
25.7,max.temp,NT0211
27.5,max.temp,NT0212
27.6,max.temp,NT0213
25.85,max.temp,NT0214
27.2,max.temp,NT0215
27.3,max.temp,NT0217
27.95,max.temp,NT0218
27.4,max.temp,NT0219
27,max.temp,NT0220
26.7,max.temp,NT0221
28.35,max.temp,NT0222
16.85,max.temp,NT0223
27.7,max.temp,NT0224
24.4,max.temp,NT0225
25.7,max.temp,NT0226
27.5,max.temp,NT0227
28.2,max.temp,NT0228
28.8,max.temp,NT0229
27.9,max.temp,NT0230
26,max.temp,NT0232
28.4,max.temp,NT0233
28.5,max.temp,NT0235
28,max.temp,NT0301
27.5,max.temp,NT0302
24.1,max.temp,NT0303
27.5,max.temp,NT0304
21.3,max.temp,NT0305
27.7,max.temp,NT0306
23.4,max.temp,NT0307
20,max.temp,NT0308
22.8,max.temp,NT0309
19.7,max.temp,NT0310
9.7,max.temp,NT0402
13.1,max.temp,NT0404
28,max.temp,NT0702
21.9,max.temp,NT0703
26.2,max.temp,NT0704
27.7,max.temp,NT0707
27.4,max.temp,NT0708
28.7,max.temp,NT0709
24.4,max.temp,NT0710
24.3,max.temp,NT0801
22.8,max.temp,NT0802
23.4,max.temp,NT0803
15.1,max.temp,NT0805
27.4,max.temp,NT0902
28.6,max.temp,NT0903
27.6,max.temp,NT0904
26.75,max.temp,NT0905
27.5,max.temp,NT0906
28.1,max.temp,NT0907
25.75,max.temp,NT0908
26.4,max.temp,NT0909
9.4,max.temp,NT1001
10.4,max.temp,NT1002
7.55,max.temp,NT1003
11.3,max.temp,NT1004
11,max.temp,NT1005
10.7,max.temp,NT1006
11.2,max.temp,NT1007
8.4,max.temp,NT1008
21.55,max.temp,NT1010
18.15,max.temp,NT1201
26.9,max.temp,NT1301
17.2,max.temp,NT1303
27,max.temp,NT1304
27.3,max.temp,NT1305
27.1,max.temp,NT1306
25.2,max.temp,NT1307
29.2,max.temp,NT1308
27.6,max.temp,NT1309
26.6,max.temp,NT1312
28.3,max.temp,NT1313
27.85,max.temp,NT1314
17.7,max.temp,NT1315
18.6,max.temp,NT1316
27.7,max.temp,NT1401
28,max.temp,NT1402
28,max.temp,NT1403
29.1,max.temp,NT1404
26.7,max.temp,NT1405
26.6,max.temp,NT1406
28.85,max.temp,NT1407
13.6,min3m.temp,NT0101
15.36666667,min3m.temp,NT0102
21.96666667,min3m.temp,NT0103
19.46666667,min3m.temp,NT0104
19.26666667,min3m.temp,NT0105
24.46666667,min3m.temp,NT0106
24.9,min3m.temp,NT0107
26.36666667,min3m.temp,NT0108
18.66666667,min3m.temp,NT0109
23.9,min3m.temp,NT0111
19.46666667,min3m.temp,NT0112
18.63333333,min3m.temp,NT0113
19.76666667,min3m.temp,NT0114
25.8,min3m.temp,NT0115
22.86666667,min3m.temp,NT0117
19.56666667,min3m.temp,NT0118
24.81666667,min3m.temp,NT0119
22.25,min3m.temp,NT0120
18.5,min3m.temp,NT0121
23.76666667,min3m.temp,NT0122
22.86666667,min3m.temp,NT0124
25.46666667,min3m.temp,NT0125
26.33333333,min3m.temp,NT0126
23.23333333,min3m.temp,NT0127
25.7,min3m.temp,NT0128
25.03333333,min3m.temp,NT0129
24.7,min3m.temp,NT0130
23.2,min3m.temp,NT0131
25.8,min3m.temp,NT0132
25.46666667,min3m.temp,NT0133
22.66666667,min3m.temp,NT0134
25.33333333,min3m.temp,NT0135
19.28333333,min3m.temp,NT0136
27.16666667,min3m.temp,NT0137
26.36666667,min3m.temp,NT0138
26.36666667,min3m.temp,NT0139
24.5,min3m.temp,NT0140
26.36666667,min3m.temp,NT0141
24.9,min3m.temp,NT0142
25.8,min3m.temp,NT0143
26.45,min3m.temp,NT0144
19.03333333,min3m.temp,NT0145
15.3,min3m.temp,NT0146
25.73333333,min3m.temp,NT0147
23.96666667,min3m.temp,NT0148
26.33333333,min3m.temp,NT0149
17.6,min3m.temp,NT0150
22.55,min3m.temp,NT0151
22.96666667,min3m.temp,NT0152
13.7,min3m.temp,NT0153
22.46666667,min3m.temp,NT0154
22.43333333,min3m.temp,NT0155
25.4,min3m.temp,NT0156
25.76666667,min3m.temp,NT0157
25.81666667,min3m.temp,NT0158
18.16666667,min3m.temp,NT0159
15.9,min3m.temp,NT0160
20.56666667,min3m.temp,NT0161
23.26666667,min3m.temp,NT0162
25.46666667,min3m.temp,NT0163
19.23333333,min3m.temp,NT0164
14.23333333,min3m.temp,NT0165
24.66666667,min3m.temp,NT0166
19.03333333,min3m.temp,NT0167
25.36666667,min3m.temp,NT0168
19.86666667,min3m.temp,NT0169
26.33333333,min3m.temp,NT0170
25.16666667,min3m.temp,NT0171
26,min3m.temp,NT0173
24.5,min3m.temp,NT0174
20.43333333,min3m.temp,NT0175
19.16666667,min3m.temp,NT0176
15.93333333,min3m.temp,NT0177
24.06666667,min3m.temp,NT0178
24.16666667,min3m.temp,NT0179
25.66666667,min3m.temp,NT0180
22.93333333,min3m.temp,NT0181
24.46666667,min3m.temp,NT0182
26.2,min3m.temp,NT0201
22.86666667,min3m.temp,NT0202
15.13333333,min3m.temp,NT0204
22.55,min3m.temp,NT0205
12.5,min3m.temp,NT0206
23.46666667,min3m.temp,NT0207
25.33333333,min3m.temp,NT0209
16.93333333,min3m.temp,NT0210
21.73333333,min3m.temp,NT0211
22.9,min3m.temp,NT0212
22.66666667,min3m.temp,NT0213
23.4,min3m.temp,NT0214
23.96666667,min3m.temp,NT0215
22.83333333,min3m.temp,NT0217
25.35,min3m.temp,NT0218
25.2,min3m.temp,NT0219
24.93333333,min3m.temp,NT0220
25.31666667,min3m.temp,NT0221
26.91666667,min3m.temp,NT0222
15.6,min3m.temp,NT0223
25.73333333,min3m.temp,NT0224
23.5,min3m.temp,NT0225
22.6,min3m.temp,NT0226
16.68333333,min3m.temp,NT0227
18.56666667,min3m.temp,NT0228
27.3,min3m.temp,NT0229
24.65,min3m.temp,NT0230
21.25,min3m.temp,NT0232
22.26666667,min3m.temp,NT0233
23.1,min3m.temp,NT0235
21.46666667,min3m.temp,NT0301
23.35,min3m.temp,NT0302
20.31666667,min3m.temp,NT0303
22.33333333,min3m.temp,NT0304
18.2,min3m.temp,NT0305
25.16666667,min3m.temp,NT0306
14.1,min3m.temp,NT0307
15.3,min3m.temp,NT0308
19.13333333,min3m.temp,NT0309
13.7,min3m.temp,NT0310
1.55,min3m.temp,NT0402
3.833333333,min3m.temp,NT0404
24.66666667,min3m.temp,NT0702
16.16666667,min3m.temp,NT0703
22.4,min3m.temp,NT0704
25.7,min3m.temp,NT0707
17.23333333,min3m.temp,NT0708
26.33333333,min3m.temp,NT0709
12.93333333,min3m.temp,NT0710
9.9,min3m.temp,NT0801
7.666666667,min3m.temp,NT0802
9.8,min3m.temp,NT0803
2.366666667,min3m.temp,NT0805
21.88333333,min3m.temp,NT0902
25.5,min3m.temp,NT0903
18.4,min3m.temp,NT0904
24.2,min3m.temp,NT0905
25.96666667,min3m.temp,NT0906
23.23333333,min3m.temp,NT0907
13.21666667,min3m.temp,NT0908
15.96666667,min3m.temp,NT0909
3.166666667,min3m.temp,NT1001
3.1,min3m.temp,NT1002
4.533333333,min3m.temp,NT1003
10.53333333,min3m.temp,NT1004
10.13333333,min3m.temp,NT1005
9.883333333,min3m.temp,NT1006
9.316666667,min3m.temp,NT1007
-0.766666667,min3m.temp,NT1008
7.95,min3m.temp,NT1010
9,min3m.temp,NT1201
24.96666667,min3m.temp,NT1301
11.13333333,min3m.temp,NT1303
23.86666667,min3m.temp,NT1304
24.9,min3m.temp,NT1305
22.96666667,min3m.temp,NT1306
21.16666667,min3m.temp,NT1307
27.03333333,min3m.temp,NT1308
25.61666667,min3m.temp,NT1309
22.78333333,min3m.temp,NT1312
26.23333333,min3m.temp,NT1313
17.81666667,min3m.temp,NT1314
14.13333333,min3m.temp,NT1315
13.7,min3m.temp,NT1316
26.2,min3m.temp,NT1401
22.5,min3m.temp,NT1402
23.6,min3m.temp,NT1403
20.81666667,min3m.temp,NT1404
25.36666667,min3m.temp,NT1405
23.13333333,min3m.temp,NT1406
26.4,min3m.temp,NT1407
21.25,max3m.temp,NT0101
23.3,max3m.temp,NT0102
25.7,max3m.temp,NT0103
23.96666667,max3m.temp,NT0104
23.26666667,max3m.temp,NT0105
26.51666667,max3m.temp,NT0106
26.4,max3m.temp,NT0107
27.66666667,max3m.temp,NT0108
19.4,max3m.temp,NT0109
26.4,max3m.temp,NT0111
22.46666667,max3m.temp,NT0112
22.4,max3m.temp,NT0113
24.13333333,max3m.temp,NT0114
26.56666667,max3m.temp,NT0115
24.43333333,max3m.temp,NT0117
21,max3m.temp,NT0118
26.8,max3m.temp,NT0119
26.88333333,max3m.temp,NT0120
19.66666667,max3m.temp,NT0121
25.25,max3m.temp,NT0122
23.83333333,max3m.temp,NT0124
26.86666667,max3m.temp,NT0125
27.83333333,max3m.temp,NT0126
26.4,max3m.temp,NT0127
26.96666667,max3m.temp,NT0128
26.96666667,max3m.temp,NT0129
26.26666667,max3m.temp,NT0130
25.7,max3m.temp,NT0131
26.9,max3m.temp,NT0132
26.55,max3m.temp,NT0133
25.3,max3m.temp,NT0134
27.03333333,max3m.temp,NT0135
19.88333333,max3m.temp,NT0136
28.23333333,max3m.temp,NT0137
27.63333333,max3m.temp,NT0138
28.1,max3m.temp,NT0139
26.3,max3m.temp,NT0140
27.33333333,max3m.temp,NT0141
26.53333333,max3m.temp,NT0142
27.23333333,max3m.temp,NT0143
27.73333333,max3m.temp,NT0144
19.76666667,max3m.temp,NT0145
20.13333333,max3m.temp,NT0146
27.23333333,max3m.temp,NT0147
28.93333333,max3m.temp,NT0148
27.9,max3m.temp,NT0149
25.23333333,max3m.temp,NT0150
25.4,max3m.temp,NT0151
26.33333333,max3m.temp,NT0152
15.33333333,max3m.temp,NT0153
27.2,max3m.temp,NT0154
25.5,max3m.temp,NT0155
26.53333333,max3m.temp,NT0156
27.03333333,max3m.temp,NT0157
26.9,max3m.temp,NT0158
19.63333333,max3m.temp,NT0159
22.8,max3m.temp,NT0160
26.5,max3m.temp,NT0161
25.36666667,max3m.temp,NT0162
26.66666667,max3m.temp,NT0163
27.4,max3m.temp,NT0164
23.03333333,max3m.temp,NT0165
26.2,max3m.temp,NT0166
20.56666667,max3m.temp,NT0167
26.43333333,max3m.temp,NT0168
20.83333333,max3m.temp,NT0169
27.23333333,max3m.temp,NT0170
26.65,max3m.temp,NT0171
27.53333333,max3m.temp,NT0173
25.8,max3m.temp,NT0174
21.6,max3m.temp,NT0175
27.93333333,max3m.temp,NT0176
22.76666667,max3m.temp,NT0177
25.5,max3m.temp,NT0178
26.13333333,max3m.temp,NT0179
26.73333333,max3m.temp,NT0180
27.6,max3m.temp,NT0181
25.63333333,max3m.temp,NT0182
27.63333333,max3m.temp,NT0201
25.56666667,max3m.temp,NT0202
21.7,max3m.temp,NT0204
26.96666667,max3m.temp,NT0205
17.2,max3m.temp,NT0206
24.2,max3m.temp,NT0207
27.58333333,max3m.temp,NT0209
27.16666667,max3m.temp,NT0210
25.3,max3m.temp,NT0211
27.13333333,max3m.temp,NT0212
27.46666667,max3m.temp,NT0213
25.68333333,max3m.temp,NT0214
27.06666667,max3m.temp,NT0215
27.13333333,max3m.temp,NT0217
27.8,max3m.temp,NT0218
27.13333333,max3m.temp,NT0219
26.86666667,max3m.temp,NT0220
26.43333333,max3m.temp,NT0221
28.25,max3m.temp,NT0222
16.81666667,max3m.temp,NT0223
27.46666667,max3m.temp,NT0224
24.23333333,max3m.temp,NT0225
25.6,max3m.temp,NT0226
27.13333333,max3m.temp,NT0227
27.83333333,max3m.temp,NT0228
28.61666667,max3m.temp,NT0229
27.5,max3m.temp,NT0230
25.85,max3m.temp,NT0232
27.96666667,max3m.temp,NT0233
28.26666667,max3m.temp,NT0235
27.73333333,max3m.temp,NT0301
27.33333333,max3m.temp,NT0302
23.66666667,max3m.temp,NT0303
27.33333333,max3m.temp,NT0304
21.2,max3m.temp,NT0305
27.41666667,max3m.temp,NT0306
23,max3m.temp,NT0307
19.66666667,max3m.temp,NT0308
22.31666667,max3m.temp,NT0309
19.08333333,max3m.temp,NT0310
9.366666667,max3m.temp,NT0402
12.73333333,max3m.temp,NT0404
27.76666667,max3m.temp,NT0702
21.53333333,max3m.temp,NT0703
25.86666667,max3m.temp,NT0704
27.46666667,max3m.temp,NT0707
26.93333333,max3m.temp,NT0708
28.36666667,max3m.temp,NT0709
23.76666667,max3m.temp,NT0710
23.6,max3m.temp,NT0801
22.06666667,max3m.temp,NT0802
22.6,max3m.temp,NT0803
14.6,max3m.temp,NT0805
27.25,max3m.temp,NT0902
28.53333333,max3m.temp,NT0903
27.4,max3m.temp,NT0904
26.58333333,max3m.temp,NT0905
27.3,max3m.temp,NT0906
27.96666667,max3m.temp,NT0907
24.95,max3m.temp,NT0908
25.96666667,max3m.temp,NT0909
9.3,max3m.temp,NT1001
10.21666667,max3m.temp,NT1002
7.466666667,max3m.temp,NT1003
11.16666667,max3m.temp,NT1004
10.76666667,max3m.temp,NT1005
10.56666667,max3m.temp,NT1006
11.06666667,max3m.temp,NT1007
8.033333333,max3m.temp,NT1008
21.15,max3m.temp,NT1010
17.75,max3m.temp,NT1201
26.66666667,max3m.temp,NT1301
16.9,max3m.temp,NT1303
26.83333333,max3m.temp,NT1304
27.2,max3m.temp,NT1305
26.96666667,max3m.temp,NT1306
25.03333333,max3m.temp,NT1307
29.06666667,max3m.temp,NT1308
27.26666667,max3m.temp,NT1309
26.31666667,max3m.temp,NT1312
28.2,max3m.temp,NT1313
27.5,max3m.temp,NT1314
17.53333333,max3m.temp,NT1315
18.33333333,max3m.temp,NT1316
27.55,max3m.temp,NT1401
27.8,max3m.temp,NT1402
27.83333333,max3m.temp,NT1403
28.86666667,max3m.temp,NT1404
26.6,max3m.temp,NT1405
26.5,max3m.temp,NT1406
28.5,max3m.temp,NT1407
17.55,med.temp,NT0101
19.3,med.temp,NT0102
24.15,med.temp,NT0103
22.5,med.temp,NT0104
22.3,med.temp,NT0105
25.275,med.temp,NT0106
26.05,med.temp,NT0107
27.15,med.temp,NT0108
19.05,med.temp,NT0109
25.2,med.temp,NT0111
21.45,med.temp,NT0112
21.35,med.temp,NT0113
22.6,med.temp,NT0114
26.15,med.temp,NT0115
23.55,med.temp,NT0117
20.3,med.temp,NT0118
25.375,med.temp,NT0119
24.875,med.temp,NT0120
19.275,med.temp,NT0121
24.425,med.temp,NT0122
23.45,med.temp,NT0124
25.95,med.temp,NT0125
26.675,med.temp,NT0126
25.1,med.temp,NT0127
26.65,med.temp,NT0128
25.75,med.temp,NT0129
25.3,med.temp,NT0130
24.525,med.temp,NT0131
26.55,med.temp,NT0132
26.15,med.temp,NT0133
24.4,med.temp,NT0134
26.25,med.temp,NT0135
19.55,med.temp,NT0136
27.6,med.temp,NT0137
26.8,med.temp,NT0138
26.8,med.temp,NT0139
25.5,med.temp,NT0140
26.7,med.temp,NT0141
26.05,med.temp,NT0142
26.75,med.temp,NT0143
27,med.temp,NT0144
19.3,med.temp,NT0145
18.45,med.temp,NT0146
26.8,med.temp,NT0147
27.425,med.temp,NT0148
26.95,med.temp,NT0149
21.95,med.temp,NT0150
24.475,med.temp,NT0151
25.35,med.temp,NT0152
14.75,med.temp,NT0153
25.9,med.temp,NT0154
24.4,med.temp,NT0155
26.2,med.temp,NT0156
26.4,med.temp,NT0157
26.65,med.temp,NT0158
19.175,med.temp,NT0159
19.55,med.temp,NT0160
24.3,med.temp,NT0161
24.3,med.temp,NT0162
26.45,med.temp,NT0163
23.975,med.temp,NT0164
19.85,med.temp,NT0165
25.9,med.temp,NT0166
20.2,med.temp,NT0167
25.8,med.temp,NT0168
20.2,med.temp,NT0169
26.65,med.temp,NT0170
26.375,med.temp,NT0171
26.4,med.temp,NT0173
25.4,med.temp,NT0174
21.15,med.temp,NT0175
25,med.temp,NT0176
20.475,med.temp,NT0177
24.7,med.temp,NT0178
25.65,med.temp,NT0179
26.1,med.temp,NT0180
26.35,med.temp,NT0181
25.15,med.temp,NT0182
26.75,med.temp,NT0201
24.9,med.temp,NT0202
19.2,med.temp,NT0204
24.675,med.temp,NT0205
16.05,med.temp,NT0206
23.875,med.temp,NT0207
26.25,med.temp,NT0209
23.05,med.temp,NT0210
24.05,med.temp,NT0211
26.15,med.temp,NT0212
25.5,med.temp,NT0213
24.3,med.temp,NT0214
25.725,med.temp,NT0215
25.6,med.temp,NT0217
26.775,med.temp,NT0218
26.575,med.temp,NT0219
26.5,med.temp,NT0220
25.8,med.temp,NT0221
27.8,med.temp,NT0222
16.55,med.temp,NT0223
26.5,med.temp,NT0224
23.85,med.temp,NT0225
24.45,med.temp,NT0226
21.775,med.temp,NT0227
24.1,med.temp,NT0228
27.975,med.temp,NT0229
26.25,med.temp,NT0230
23.225,med.temp,NT0232
26.4,med.temp,NT0233
26.7,med.temp,NT0235
24.7,med.temp,NT0301
26.325,med.temp,NT0302
22.575,med.temp,NT0303
25.5,med.temp,NT0304
19.95,med.temp,NT0305
26.7,med.temp,NT0306
18.9,med.temp,NT0307
17.95,med.temp,NT0308
20.925,med.temp,NT0309
17.1,med.temp,NT0310
5.9,med.temp,NT0402
8.2,med.temp,NT0404
27,med.temp,NT0702
19.7,med.temp,NT0703
24.85,med.temp,NT0704
26.55,med.temp,NT0707
22.25,med.temp,NT0708
27.2,med.temp,NT0709
18,med.temp,NT0710
16.9,med.temp,NT0801
14.75,med.temp,NT0802
16,med.temp,NT0803
8.65,med.temp,NT0805
25.1,med.temp,NT0902
27.45,med.temp,NT0903
23.75,med.temp,NT0904
25.475,med.temp,NT0905
26.8,med.temp,NT0906
26.85,med.temp,NT0907
19.075,med.temp,NT0908
20.95,med.temp,NT0909
7.5,med.temp,NT1001
7.875,med.temp,NT1002
6.975,med.temp,NT1003
10.95,med.temp,NT1004
